"mfr_id","user_id","city_name","mfr_distance","start_point_lng","start_point_lat","end_point_lng","end_point_lat","start_type","end_type","walk","bike","bus","car_pooling","car","motorbike","frequency","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_time","end_time","created_at","deleted_at"
3521,3738,"Milano",0,9.108197,45.4158073,9.108197,45.4158073,1,0,1000,0,8000,0,0,0,1,true,true,true,true,true,true,true,"19:19","19:21","2019-10-04 00:06:07.889869",NULL
418,396,"Helsinki",2,24.9199076,60.1611342,24.9510324,60.1666612,1,2,58,70,78,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-23 17:19:05.925675",NULL
NULL,3249,"Barcelona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1405,1217,"Teresina",1,-42.7969695,-5.05240319999999,-42.7890631,-5.06191209999999,1,2,0,0,0,0,100,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-03-15 20:08:43.725286",NULL
NULL,2737,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2743,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1037,874,"Milano",5,9.1777567,45.4168276,9.1687968,45.4641657,1,2,0,0,70,0,0,0,1,true,true,true,true,true,false,false,"9:00","14:2","2019-02-26 13:06:17.331193",NULL
1320,1142,"Barcelona",7,2.1242082,41.3973038,2.2086261,41.4073266,1,2,0,0,0,0,0,100,1,true,true,true,true,true,false,false,"9:00","18:15","2019-03-09 00:37:46.897145",NULL
949,799,"Leuven",16,4.5131512,50.8638124,4.7349903,50.8491711,1,2,0,50,0,0,80,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-14 14:13:11.578381",NULL
NULL,4661,"Roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1729,1471,"Palermo",1,13.3500529,38.1198924,13.3589552,38.1162435,1,2,100,0,0,0,0,0,1,true,true,true,true,true,false,false,"8:0","18:30","2019-05-03 19:56:33.039574",NULL
NULL,4438,"Oostende",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2125,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,359,"Helsinki",96,24.9077769,60.1974598,25.6690087,60.9769327,3,4,50,25,100,0,50,25,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-17 13:15:45.612505",NULL
1240,1070,"Amsterdam",15,4.92406774652663,52.3549469893046,5.1380926,52.3068939,1,2,20,20,60,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-03-06 17:01:59.219389",NULL
3415,3919,"Katowice",1,19.061736,50.2613814,19.0535695,50.2592185,1,0,10000,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-09-25 10:19:51.979859","2019-09-26 07:16:27.707123"
NULL,2322,"Barcelona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3139,2869,"Teresina",5,-42.8007812999999,-5.11360379999999,-42.7741221,-5.07538469999999,1,2,10000,0,10000,0,10000,0,1,true,true,true,true,true,false,false,"9:3","10:15","2019-08-23 12:04:26.70629",NULL
2532,228,"Palermo",1,13.3528009,38.130322,13.3408855,38.1206336,1,2,5000,5000,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-06-10 14:13:25.743452",NULL
1801,1526,"Palermo",3,13.3669359360036,38.1134843815537,13.3349701,38.1168063,1,2,0,50,0,0,0,50,1,false,true,true,true,true,false,false,"6:45","14:10","2019-05-13 16:01:46.90218",NULL
1204,1035,"Palermo",3,13.4070338,38.0969632,13.3713613,38.1076527,1,2,0,0,100,0,0,0,1,true,true,true,true,true,false,false,"8:0","14:0","2019-03-05 13:30:41.688594",NULL
3207,3361,"Gliwice",0,18.7081827,50.2747007,18.7081827,50.2747007,2,6,2000,8000,0,0,0,0,1,true,true,true,true,true,true,false,"14:19","14:31","2019-09-07 12:25:27.395242",NULL
NULL,3552,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4152,4647,"Torino",2,7.6547598,45.0628737,7.675446,45.0521078,1,0,0,10000,2000,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-12-01 01:05:39.107627",NULL
NULL,2479,"Helsinki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,108,"Palermo",2,13.3561679,38.0982084,13.3572302,38.1201924,1,0,75,0,100,0,75,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-21 16:40:21.947055",NULL
NULL,2715,"València",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2859,70,"Palermo",3,13.3581169,38.120547,13.3620974,38.1464225,0,0,0,10000,0,0,0,0,1,true,true,true,true,true,false,false,"23:1","23:26","2019-07-16 21:02:26.154376",NULL
105,121,"Amsterdam",2,4.9459106,52.3241739,4.9436127,52.30752,1,2,0,100,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-21 16:55:17.871626",NULL
1641,1403,"Palermo",6,13.4196435,38.0886309,13.3624382,38.1149339,1,2,100,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-04-14 18:53:29.792052",NULL
1053,890,"Palermo",0,13.3471026,38.1228941,13.3496283,38.1217766,1,2,100,30,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-02-26 18:23:02.15525",NULL
NULL,4466,"Oostende",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3580,"Gent",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2042,1753,"Palermo",1,13.3650664559572,38.110173366814,13.3532296,38.1112849,1,2,0,10000,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-21 05:46:02.821192",NULL
NULL,4862,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3123,1262,"Teresina",1,-42.7689937999999,-5.0741274,-42.7645924999999,-5.07072039999999,1,5,10000,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-08-19 16:49:30.467294",NULL
52,45,"Palermo",818,13.3626674,38.1184657,12.3375537,45.4340482,1,3,0,0,0,0,0,75,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-09-20 16:34:16.039469",NULL
1142,976,"Barcelona",4607,0.0,0.0,2.1280214,41.3874121,1,2,0,80,80,0,0,0,1,true,true,true,true,true,false,false,"8:15","21:15","2019-03-02 14:27:12.617072",NULL
1571,1347,"Amsterdam",0,4.8633054,52.3260511,4.8633054,52.3260511,1,2,50,100,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-04-05 10:01:24.747306",NULL
NULL,3304,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3496,4304,"Gent",24,3.7860117,50.8689617,3.7308199,51.0834796,1,2,0,6000,0,0,3000,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-01 20:06:17.551141",NULL
3532,3757,"Barcelona",6,2.1899231,41.4386981,2.2479592,41.4682949,1,2,0,0,0,0,10000,0,1,true,true,true,true,true,false,false,"8:45","17:0","2019-10-06 15:21:05.998337",NULL
1512,1303,"Roma",8,12.5311457,41.885336,12.4401206,41.8958755,1,2,20,0,100,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-03-29 17:54:03.374706","2019-06-05 06:32:26.196896"
NULL,4314,"Barcelona",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2241,1893,"Palermo",0,13.3725335,38.1069179,13.3700741,38.1103669,1,2,0,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-26 02:46:53.032946","2019-05-26 02:47:13.773271"
2370,1209,"Palermo",1,13.3433979,38.1152224,13.354783,38.121069,1,2,8000,8000,0,0,0,3000,1,true,true,true,true,true,false,false,"7:45","13:0","2019-06-01 04:52:52.810942",NULL
NULL,2159,"Gent",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4742,"Roma",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4940,"Cagliari",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,423,"Palermo",3,13.3336027,38.1228155,13.2994836,38.134918,1,0,100,0,100,0,0,0,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-27 18:25:52.639262",NULL
1957,1423,"Palermo",1,13.3679436519866,38.1149467360583,13.3613508,38.1221317,1,2,4000,7000,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-19 16:05:26.917035",NULL
3205,3361,"Gliwice",0,18.7067606,50.2742166,18.7067606,50.2742166,1,2,1000,9000,0,0,0,0,1,true,true,true,true,true,true,false,"5:56","6:4","2019-09-07 04:02:05.680727",NULL
2406,1981,"Gliwice",0,18.7060099,50.3005693,18.7039248,50.2983735,1,11,10000,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-06-04 05:41:07.703816",NULL
3387,3835,"München",17,11.448416,48.2635828,11.5299902,48.1165586,1,2,5000,0,5000,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-09-24 04:22:42.990232",NULL
NULL,4374,"Fundão",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3207,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2746,2279,"Barcelona",0,2.1613805,41.4091793,2.1613805,41.4091793,1,2,5000,0,0,0,0,0,1,true,true,true,true,true,false,false,"20:2","20:16","2019-06-28 10:16:41.323698",NULL
3874,3921,"Palermo",0,13.3661616,38.1192792,13.3651668,38.1148595,1,2,10000,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-29 08:49:32.475605",NULL
1175,949,"Amsterdam",2,4.9533535,52.33407,4.9467558,52.3486001,1,2,0,10000,0,0,0,0,1,false,false,false,false,false,true,false,"11:15","13:15","2019-03-04 11:45:30.641092",NULL
3850,4678,"Milano",10,9.2030954,45.4831269,9.139389,45.402873,1,2,1000,0,0,0,0,0,5,true,true,true,true,true,false,false,"9:00","18:0","2019-10-28 18:15:33.801585","2019-11-10 06:53:53.445972"
948,798,"Barcelona",3,2.1850951,41.4073177,2.1686659,41.3834292,1,4,30,40,80,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-02-14 11:39:53.081273",NULL
NULL,4888,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1539,1303,"Roma",6,12.4690495,41.9111914,12.5304728,41.8849451,1,2,3000,0,7000,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-04-02 07:24:50.171804","2019-04-05 19:03:00.843109"
1624,1391,"Palermo",2,13.3479597,38.1087971,13.3437567,38.1246744,1,4,20,0,90,0,0,10,1,true,true,true,true,true,false,false,"7:25","19:45","2019-04-11 14:47:00.35626",NULL
2467,260,"Barcelona",0,2.1951572,41.4317947,2.1951595,41.4318088,1,0,10000,0,0,0,0,0,1,true,true,true,true,true,false,false,"16:44","17:00","2019-06-06 14:46:16.800577",NULL
NULL,3141,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3737,"Milano",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3684,"Torino",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4580,"Helsinki",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3846,4679,"Milano",1,9.2320905,45.4881338,9.2282377,45.4780906,1,4,10000,0,2000,0,0,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-28 13:35:06.48493",NULL
1944,1720,"Palermo",4,13.3585799,38.1069975,13.3383724,38.1403388,1,2,4000,0,0,0,10000,0,1,true,true,true,true,true,true,false,"9:00","19:0","2019-05-19 09:19:18.36403",NULL
NULL,1727,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4343,"Torino",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2041,1753,"Palermo",1,13.3650664559572,38.110173366814,13.3532296,38.1112849,1,2,0,10000,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-21 05:46:02.788447",NULL
2022,1736,"Palermo",3,13.3608019,38.0863774,13.3630668,38.1153064,1,2,10000,0,1000,0,10000,0,1,true,true,true,true,true,true,true,"8:30","20:30","2019-05-20 15:39:22.935413","2019-05-24 11:37:07.115463"
NULL,3958,"Oostende",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,2822,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4352,"Gent",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,3963,"Milano",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1428,1235,"Kassel",1,9.48657,51.30972,9.5003543,51.318329,1,2,80,0,30,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-03-19 15:13:22.256355",NULL
NULL,4512,"München",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1917,1579,"Palermo",0,13.3322235848879,38.1502555869875,13.3326264191543,38.1493135867996,1,3,10000,0,0,0,0,0,1,true,false,true,false,true,false,false,"19:0","20:30","2019-05-17 07:11:27.25912",NULL
2443,2140,"Teresina",4,-42.7864994999999,-5.064689,-42.812631,-5.091027,1,2,0,0,10000,0,0,0,1,true,true,true,true,true,false,false,"7:30","18:0","2019-06-05 19:56:26.316329",NULL
2808,2259,"Barcelona",0,2.18316860496998,41.4227501945112,2.17815086245537,41.4244428909058,1,0,6000,7000,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-07-07 16:20:29.544704",NULL
1375,1194,"Barcelona",1,2.1277515,41.3621777,2.13758706868984,41.3596555645385,1,2,100,0,0,0,0,0,1,true,true,true,true,true,false,false,"15:0","21:0","2019-03-10 18:19:59.779162",NULL
1678,795,"Palermo",1,13.3471132107392,38.1387362478132,13.34437,38.1323708,1,0,10000,0,0,0,0,0,1,true,false,false,false,false,false,false,"15:39","19:47","2019-04-23 22:52:49.890722",NULL
866,663,"Gent",0,3.7320176,51.0756045,3.7292354,51.0794476,1,12,6000,10000,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-01-25 17:29:42.790983",NULL
1774,1430,"Helsinki",6,24.9631639856049,60.2202130493866,24.924836209416,60.1711172035169,1,4,0,6000,3000,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-10 05:31:57.849369",NULL
1228,1058,"Palermo",30,13.6577576,37.9945706,13.3481541,38.1032754,1,2,0,0,0,0,0,0,1,true,true,true,true,true,false,false,"8:0","17:50","2019-03-06 07:42:00.920429",NULL
3473,1405,"Cagliari",0,9.1161201,39.2135611,9.115997,39.2134749,1,2,2000,0,9000,0,0,0,1,true,true,true,true,true,false,false,"21:21","21:32","2019-09-30 19:26:35.632156",NULL
1086,922,"Palermo",3,13.336879,38.1189686,13.3178064,38.098252,1,2,0,0,0,0,100,0,1,true,true,true,true,true,true,false,"7:30","2:20","2019-02-28 06:12:28.838081",NULL
580,535,"Palermo",3,13.34437,38.1323708,13.3651668,38.1148595,1,2,70,0,30,0,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-11-13 08:44:43.20442",NULL
NULL,2079,"Amsterdam",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1603,1303,"Roma",7,12.5058809,41.8970371,12.4272571,41.8993845,1,2,4000,6000,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-04-09 20:54:34.206209","2019-06-05 06:32:32.441897"
NULL,2263,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3670,4406,"Fundão",2,-7.4828294,40.1334196,-7.50370649999999,40.1355584,4,1,10000,0,10000,0,0,0,1,true,true,true,true,true,false,false,"20:3","21:57","2019-10-15 19:11:19.917774",NULL
425,403,"Gent",5,3.728927,51.0856008,3.6965637,51.0453448,0,1,60,36,90,36,36,36,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-10-25 07:40:37.235364",NULL
NULL,3290,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1098,933,"Barcelona",2,2.1779576,41.3883364,2.1565065,41.3825907,1,2,100,100,0,0,0,0,1,true,true,true,true,true,false,false,"17:30","18:59","2019-02-28 14:02:43.082635",NULL
NULL,3860,"Cagliari",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4834,"Katowice",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3654,4300,"Milano",33,9.1453665,45.1898649,9.2307657,45.4849966,1,2,5000,10000,0,0,0,0,1,true,true,true,true,true,false,false,"20:22","21:6","2019-10-14 18:24:34.40486","2019-10-22 07:30:20.418405"
3802,4627,"Milano",1,9.2138176,45.5104607,9.2236872,45.5124853,0,1,10000,0,5000,0,0,0,7,true,true,true,true,true,true,true,"7:54","8:5","2019-10-24 20:09:18.400507",NULL
2389,2012,"Helsinki",13,24.9244911,60.1673107,25.1443753,60.2036802,1,8,1000,1000,1000,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-06-02 15:36:32.094165",NULL
3224,2888,"Palermo",0,13.3411,38.1323226,13.3397236,38.1338612,0,1,10000,0,0,0,0,0,1,false,false,false,false,false,false,false,"11:6","11:10","2019-09-10 09:07:15.871881",NULL
2813,2012,"Helsinki",7,24.9165145,60.1513643,24.9792077,60.2087734,0,0,10000,0,10000,0,0,0,1,true,true,true,true,true,true,true,"18:56","19:37","2019-07-08 15:57:32.877855",NULL
1764,237,"Milano",4,9.17515002237827,45.4685441124411,9.15970522096233,45.5022456474554,1,2,0,0,10000,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-09 07:51:46.21246",NULL
NULL,4596,"Gent",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,4670,"Fundão",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1164,997,"Palermo",1,13.3386448,38.1408863,13.3453171,38.1307335,1,2,90,0,0,0,0,10,1,true,true,true,true,true,false,false,"8:10","13:20","2019-03-04 09:44:39.30303",NULL
2549,2281,"Barcelona",2,2.1729776,41.4328583,2.1811789,41.420529,1,2,0,0,10000,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-06-13 13:43:20.069763",NULL
1807,1532,"Palermo",1,4.3849344,50.836729,4.3750984,50.8380589,1,2,100,0,0,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-05-13 21:49:49.583144",NULL
1679,1431,"Helsinki",19,24.6018659,60.190499,24.9510324,60.1666612,1,2,70,0,40,0,0,0,1,true,true,true,true,true,false,false,"9:00","17:00","2019-04-24 05:46:07.037163",NULL
NULL,4990,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2923,2540,"Teresina",0,-42.7828463999999,-5.08196009999999,-42.7833260999999,-5.0813306,1,0,5000,0,0,0,0,0,1,true,true,true,true,true,false,false,"23:52","0:6","2019-07-27 19:18:13.229495",NULL
3118,1262,"Teresina",4,-42.7985212,-5.0586047,-42.7689937999999,-5.0741274,4,1,0,7000,3000,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-08-19 16:42:41.460879",NULL
1159,992,"Barcelona",5,2.1637327,41.4958112,2.1836319,41.4499691,1,2,10,0,90,0,0,0,1,true,true,true,true,true,false,false,"7:0","15:0","2019-03-03 15:58:59.739895",NULL
3835,4617,"Teresina",2,-42.799687385559,-5.05649695325488,-42.7860573999999,-5.0522482,4,1,0,0,10000,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2019-10-27 23:37:25.240607",NULL
2136,1719,"Palermo",1,13.3408595946501,38.1274635746981,13.3500812,38.1382504,1,0,9000,8000,0,0,0,0,1,false,false,true,false,false,false,false,"9:00","10:10","2019-05-22 05:42:15.674809",NULL
3540,4361,"Barcelona",3,2.1884924,41.434187,2.1854582,41.4094534,1,2,0,1000,0,0,0,0,1,true,true,true,true,true,false,false,"8:25","8:50","2019-10-07 05:26:37.552393",NULL
3169,3188,"Teresina",0,-42.6914755,-5.0850057,-42.6914976999999,-5.08515609999999,1,0,0,0,10000,0,0,0,1,true,true,true,true,true,true,true,"15:30","16:14","2019-08-29 18:30:46.882771","2019-09-02 19:25:12.80184"
NULL,2026,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4056,4839,"Roma",0,12.5170143833386,41.8990654517527,12.5170739749015,41.8990768625452,1,2,1000,0,10000,0,0,0,5,true,true,true,true,true,false,false,"9:00","20:15","2019-11-14 13:17:33.870832",NULL
NULL,3668,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1054,891,"Espoo",2,24.7330217,60.2301033,24.7517526,60.2118205,1,2,30,0,30,0,0,0,1,true,true,true,true,true,false,false,"9:00","20:47","2019-02-26 18:51:29.998973",NULL
NULL,2054,"Palermo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,581,NULL,0,2.0593296,41.4953191,2.0593296,41.4953191,1,5,10000,0,0,0,0,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2018-12-09 09:25:20.87169",NULL
NULL,3320,"Teresina",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
